# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   77       5.825842537177e-11       6.175690029504e-14       2.482554653006e-14       0.000000000000e+00       2.298817764892e-11      -5.185803031324e-14      -1.071920653676e-14 
   78       5.936959109952e-11       6.387446570490e-14      -2.381659110979e-14       0.000000000000e+00       2.227266590194e-11      -4.539787668281e-14      -1.093720160955e-14 
   79       6.055928091884e-11       6.601471591692e-14      -7.410679529961e-14       0.000000000000e+00       2.158623988313e-11      -3.896254556908e-14      -1.117563752279e-14 
   80       6.182752177673e-11       6.817539537221e-14      -1.259983429558e-13       0.000000000000e+00       2.092803997164e-11      -3.260424021081e-14      -1.142142709285e-14 
   81       6.317392823845e-11       7.035411087970e-14      -1.794400021145e-13       0.000000000000e+00       2.029674289143e-11      -2.637882076979e-14      -1.166006654773e-14 
   82       6.459768508657e-11       7.254832878705e-14      -2.343759438237e-13       0.000000000000e+00       1.969054220031e-11      -2.034589329360e-14      -1.187559063485e-14 
   83       6.609752992008e-11       7.475537215182e-14      -2.907456540349e-13       0.000000000000e+00       1.910712877891e-11      -1.456889867839e-14      -1.205052772893e-14 
   84       6.767219609143e-11       7.697267157427e-14      -3.484907010953e-13       0.000000000000e+00       1.854425203256e-11      -9.101435040883e-15      -1.216952782672e-14 
   85       6.932186400279e-11       7.919857167048e-14      -4.075765202661e-13       0.000000000000e+00       1.800155313061e-11      -3.943424701008e-15      -1.223103591324e-14 
   86       7.104691961890e-11       8.143165373029e-14      -4.679740958650e-13       0.000000000000e+00       1.747900132000e-11       9.221900636298e-16      -1.223748048253e-14 
   87       7.284750599899e-11       8.367049535571e-14      -5.296534534757e-13       0.000000000000e+00       1.697633062621e-11       5.516466818843e-15      -1.219178930064e-14 
   88       7.472351363264e-11       8.591367189521e-14      -5.925836870596e-13       0.000000000000e+00       1.649303010223e-11       9.864605382361e-15      -1.209740624264e-14 
   89       7.667457077565e-11       8.815975787796e-14      -6.567329860678e-13       0.000000000000e+00       1.602833407744e-11       1.399609023233e-14      -1.195830812967e-14 
   90       7.870003378587e-11       9.040732844812e-14      -7.220686625542e-13       0.000000000000e+00       1.558121240644e-11       1.794483291581e-14      -1.177902156591e-14 
   91       8.079897745910e-11       9.265496079914e-14      -7.885571782865e-13       0.000000000000e+00       1.515036071799e-11       2.174931445728e-14      -1.156463977565e-14 
   92       8.297018536492e-11       9.490123560798e-14      -8.561641718595e-13       0.000000000000e+00       1.473419066388e-11       2.545272776711e-14      -1.132083944029e-14 
   93       8.521243865222e-11       9.714463025312e-14      -9.248516953251e-13       0.000000000000e+00       1.433120676972e-11       2.909350434963e-14      -1.105334366886e-14 
   94       8.752545314374e-11       9.938317698209e-14      -9.945693897771e-13       0.000000000000e+00       1.394122300170e-11       3.267495529601e-14      -1.076618194650e-14 
   95       8.990906596840e-11       1.016147557449e-13      -1.065262026526e-12       0.000000000000e+00       1.356431199407e-11       3.619130634775e-14      -1.046319839436e-14 
   96       9.236294415706e-11       1.038371977790e-13      -1.136872168284e-12       0.000000000000e+00       1.320043036570e-11       3.963691703367e-14      -1.014859142823e-14 
   97       9.488657907543e-11       1.060482855580e-13      -1.209340157970e-12       0.000000000000e+00       1.284941427574e-11       4.300629108529e-14      -9.826922992716e-15 
   98       9.747928085699e-11       1.082457527406e-13      -1.282604107521e-12       0.000000000000e+00       1.251097497936e-11       4.629408685213e-14      -9.503127795441e-15 
   99       1.001401728359e-10       1.104272841192e-13      -1.356599886695e-12       0.000000000000e+00       1.218469438343e-11       4.949512771709e-14      -9.182522541229e-15 
  100       1.028681859797e-10       1.125905155689e-13      -1.431261111884e-12       0.000000000000e+00       1.187002060228e-11       5.260441251183e-14      -8.870815166290e-15 
  101       1.056620533228e-10       1.147330339962e-13      -1.506519134918e-12       0.000000000000e+00       1.156626351333e-11       5.561712593211e-14      -8.574114072410e-15 
  102       1.085203043985e-10       1.168523772878e-13      -1.582303031875e-12       0.000000000000e+00       1.127259031285e-11       5.852864895312e-14      -8.298937361136e-15 
  103       1.114412596727e-10       1.189460342596e-13      -1.658539591885e-12       0.000000000000e+00       1.098802107167e-11       6.133456924486e-14      -8.052222067966e-15 
  104       1.144232793199e-10       1.210115601636e-13      -1.735155820941e-12       0.000000000000e+00       1.071165086833e-11       6.403138607386e-14      -7.839724518305e-15 
  105       1.174655598165e-10       1.230469410908e-13      -1.812086862609e-12       0.000000000000e+00       1.044335993528e-11       6.661871102162e-14      -7.660955407251e-15 
  106       1.205674350780e-10       1.250502789279e-13      -1.889269131405e-12       0.000000000000e+00       1.018319160423e-11       6.909738535228e-14      -7.513574552940e-15 
  107       1.237281289862e-10       1.270196813979e-13      -1.966637909589e-12       0.000000000000e+00       9.931132364300e-12       7.146882990277e-14      -7.394930333057e-15 
  108       1.269467526169e-10       1.289532632798e-13      -2.044127363612e-12       0.000000000000e+00       9.687109907582e-12       7.373506312991e-14      -7.302051239037e-15 
  109       1.302223014678e-10       1.308491476263e-13      -2.121670560561e-12       0.000000000000e+00       9.450991174702e-12       7.589871915745e-14      -7.231637430271e-15 
  110       1.335536526865e-10       1.327054669832e-13      -2.199199484600e-12       0.000000000000e+00       9.222580400397e-12       7.796306582316e-14      -7.180052288319e-15 
  111       1.369395622983e-10       1.345203646077e-13      -2.276645053423e-12       0.000000000000e+00       9.001617159084e-12       7.993202272591e-14      -7.143313971111e-15 
  112       1.403786624341e-10       1.362919956870e-13      -2.353937134692e-12       0.000000000000e+00       8.787774410429e-12       8.181017927273e-14      -7.117086967156e-15 
  113       1.438694585584e-10       1.380185285574e-13      -2.431004562485e-12       0.000000000000e+00       8.580656544918e-12       8.360281272589e-14      -7.096673649750e-15 
  114       1.474103266969e-10       1.396981459225e-13      -2.507775153740e-12       0.000000000000e+00       8.379797429428e-12       8.531590624997e-14      -7.077005831179e-15 
  115       1.509995106648e-10       1.413290460724e-13      -2.584175724700e-12       0.000000000000e+00       8.184658452792e-12       8.695616695893e-14      -7.052636316931e-15 
  116       1.546352797982e-10       1.429094761961e-13      -2.660132732926e-12       0.000000000000e+00       7.994746607040e-12       8.852972528158e-14      -7.018851621442e-15 
  117       1.583164298331e-10       1.444378343106e-13      -2.735574256714e-12       0.000000000000e+00       7.809989196608e-12       9.003801507657e-14      -6.975181649896e-15 
  118       1.620418380017e-10       1.459125820709e-13      -2.810428288340e-12       0.000000000000e+00       7.630401228628e-12       9.148142417520e-14      -6.922302853864e-15 
  119       1.658103066394e-10       1.473322152705e-13      -2.884622151760e-12       0.000000000000e+00       7.455968570256e-12       9.286057456187e-14      -6.860956702076e-15 
  120       1.696205618317e-10       1.486952653440e-13      -2.958082524593e-12       0.000000000000e+00       7.286647055566e-12       9.417632876175e-14      -6.791951147631e-15 
  121       1.734712520610e-10       1.500003008697e-13      -3.030735460092e-12       0.000000000000e+00       7.122361592436e-12       9.542979622840e-14      -6.716162095225e-15 
  122       1.773609468540e-10       1.512459290715e-13      -3.102506409123e-12       0.000000000000e+00       6.963005269450e-12       9.662233973141e-14      -6.634534868359e-15 
  123       1.812881354286e-10       1.524307973221e-13      -3.173320242139e-12       0.000000000000e+00       6.808438462787e-12       9.775558174408e-14      -6.548085676565e-15 
  124       1.852512253406e-10       1.535535946449e-13      -3.243101271157e-12       0.000000000000e+00       6.658487943111e-12       9.883141083101e-14      -6.457903082616e-15 
  125       1.892485411314e-10       1.546130532165e-13      -3.311773271734e-12       0.000000000000e+00       6.512945982473e-12       9.985198803578e-14      -6.365149469752e-15 
  126       1.932783229741e-10       1.556079498695e-13      -3.379259504945e-12       0.000000000000e+00       6.371569461194e-12       1.008197532686e-13      -6.271062508893e-15 
  127       1.973387253216e-10       1.565371075944e-13      -3.445482739355e-12       0.000000000000e+00       6.234078974768e-12       1.017374316938e-13      -6.176956625855e-15 
  128       2.014278155525e-10       1.573993970427e-13      -3.510365273001e-12       0.000000000000e+00       6.100157940746e-12       1.026080401179e-13      -6.084224468574e-15 
  129       2.055436953937e-10       1.581937870268e-13      -3.573830352640e-12       0.000000000000e+00       5.969520635950e-12       1.034343561569e-13      -5.994068482183e-15 
  130       2.096848831189e-10       1.589194990947e-13      -3.635806560877e-12       0.000000000000e+00       5.842126643793e-12       1.042172463329e-13      -5.906659224834e-15 
  131       2.138499709159e-10       1.595758728306e-13      -3.696223954084e-12       0.000000000000e+00       5.717988353813e-12       1.049571657854e-13      -5.821887061021e-15 
  132       2.180375054003e-10       1.601623202119e-13      -3.755012739922e-12       0.000000000000e+00       5.597103744208e-12       1.056546815688e-13      -5.739623317493e-15 
  133       2.222459871410e-10       1.606783274622e-13      -3.812103309315e-12       0.000000000000e+00       5.479455981970e-12       1.063104751961e-13      -5.659719819228e-15 
  134       2.264738701862e-10       1.611234569047e-13      -3.867426268424e-12       0.000000000000e+00       5.365013023014e-12       1.069253451819e-13      -5.582008425397e-15 
  135       2.307195615882e-10       1.614973488144e-13      -3.920912470623e-12       0.000000000000e+00       5.253727212316e-12       1.075002095865e-13      -5.506300565334e-15 
  136       2.349814209298e-10       1.617997232723e-13      -3.972493048474e-12       0.000000000000e+00       5.145534884043e-12       1.080361085588e-13      -5.432386774502e-15 
  137       2.392577598493e-10       1.620303820173e-13      -4.022099445700e-12       0.000000000000e+00       5.040355961690e-12       1.085342068803e-13      -5.360036230467e-15 
  138       2.435468415660e-10       1.621892103003e-13      -4.069663449159e-12       0.000000000000e+00       4.938093558211e-12       1.089957965083e-13      -5.288996288857e-15 
  139       2.478468804062e-10       1.622761787365e-13      -4.115117220820e-12       0.000000000000e+00       4.838633576152e-12       1.094222991195e-13      -5.218992019340e-15 
  140       2.521560413284e-10       1.622913451590e-13      -4.158393329738e-12       0.000000000000e+00       4.741844307786e-12       1.098152686535e-13      -5.149725741584e-15 
  141       2.564724394489e-10       1.622348564713e-13      -4.199424784027e-12       0.000000000000e+00       4.647576035244e-12       1.101763938562e-13      -5.080876561232e-15 
  142       2.607941395675e-10       1.621069505010e-13      -4.238145062835e-12       0.000000000000e+00       4.555660630653e-12       1.105075008233e-13      -5.012099905865e-15 
  143       2.651191556927e-10       1.619079578523e-13      -4.274488148320e-12       0.000000000000e+00       4.465911156265e-12       1.108105555441e-13      -4.943027060972e-15 
  144       2.694455431279e-10       1.616383152785e-13      -4.308389636603e-12       0.000000000000e+00       4.378161055009e-12       1.110872616016e-13      -4.873341666073e-15 
  145       2.737716859604e-10       1.612986033719e-13      -4.339790126587e-12       0.000000000000e+00       4.292386920818e-12       1.113378032048e-13      -4.803018682262e-15 
  146       2.780960371450e-10       1.608895161296e-13      -4.368632227567e-12       0.000000000000e+00       4.208597128032e-12       1.115619824946e-13      -4.732108211240e-15 
  147       2.824170285457e-10       1.604118516700e-13      -4.394859548089e-12       0.000000000000e+00       4.126793156999e-12       1.117596134742e-13      -4.660660629087e-15 
  148       2.867330709931e-10       1.598665141522e-13      -4.418416734123e-12       0.000000000000e+00       4.046969421743e-12       1.119305222261e-13      -4.588726564539e-15 
  149       2.910425543421e-10       1.592545156953e-13      -4.439249507240e-12       0.000000000000e+00       3.969113097627e-12       1.120745471284e-13      -4.516356877253e-15 
  150       2.953438475293e-10       1.585769782976e-13      -4.457304702788e-12       0.000000000000e+00       3.893203949015e-12       1.121915390723e-13      -4.443602636071e-15 
  151       2.996352986305e-10       1.578351357562e-13      -4.472530308066e-12       0.000000000000e+00       3.819214156942e-12       1.122813616784e-13      -4.370515097294e-15 
  152       3.039152349182e-10       1.570303355855e-13      -4.484875500499e-12       0.000000000000e+00       3.747108146775e-12       1.123438915137e-13      -4.297145682946e-15 
  153       3.081819629194e-10       1.561640409373e-13      -4.494290685817e-12       0.000000000000e+00       3.676842415876e-12       1.123790183083e-13      -4.223545959045e-15 
  154       3.124337684726e-10       1.552378325195e-13      -4.500727536228e-12       0.000000000000e+00       3.608365361271e-12       1.123866451725e-13      -4.149767613867e-15 
  155       3.166689167855e-10       1.542534105156e-13      -4.504139028594e-12       0.000000000000e+00       3.541617107311e-12       1.123666888131e-13      -4.075862436217e-15 
  156       3.208856524929e-10       1.532125965040e-13      -4.504479482607e-12       0.000000000000e+00       3.476529333339e-12       1.123190797509e-13      -4.001882293697e-15 
  157       3.250821997134e-10       1.521173353770e-13      -4.501704598963e-12       0.000000000000e+00       3.413025101352e-12       1.122437625367e-13      -3.927879110969e-15 
  158       3.292567621078e-10       1.509696972605e-13      -4.495771497541e-12       0.000000000000e+00       3.351018683666e-12       1.121406959689e-13      -3.853904848033e-15 
  159       3.334075229360e-10       1.497718794328e-13      -4.486638755574e-12       0.000000000000e+00       3.290415390585e-12       1.120098533098e-13      -3.780011478483e-15 
  160       3.375326451146e-10       1.485262082442e-13      -4.474266445830e-12       0.000000000000e+00       3.231111398057e-12       1.118512225025e-13      -3.706250967785e-15 
  161       3.416303376613e-10       1.472350876682e-13      -4.458616703709e-12       0.000000000000e+00       3.173015018227e-12       1.116650063302e-13      -3.632673284447e-15 
  162       3.456990615099e-10       1.459008358143e-13      -4.439655404765e-12       0.000000000000e+00       3.116112986701e-12       1.114522423301e-13      -3.559320281534e-15 
  163       3.497373420906e-10       1.445258375584e-13      -4.417350709185e-12       0.000000000000e+00       3.060409735168e-12       1.112142383696e-13      -3.486231230028e-15 
  164       3.537437049404e-10       1.431125982706e-13      -4.391672586490e-12       0.000000000000e+00       3.005906402649e-12       1.109523787623e-13      -3.413444706718e-15 
  165       3.577166760658e-10       1.416637454891e-13      -4.362592856142e-12       0.000000000000e+00       2.952600761822e-12       1.106681254047e-13      -3.340998563421e-15 
  166       3.616547823062e-10       1.401820305939e-13      -4.330085228157e-12       0.000000000000e+00       2.900487145338e-12       1.103630189126e-13      -3.268929896192e-15 
  167       3.655565516963e-10       1.386703304804e-13      -4.294125343711e-12       0.000000000000e+00       2.849556372143e-12       1.100386797583e-13      -3.197275014548e-15 
  168       3.694205138293e-10       1.371316492330e-13      -4.254690815751e-12       0.000000000000e+00       2.799795673798e-12       1.096968094071e-13      -3.126069410685e-15 
  169       3.732452002201e-10       1.355691197993e-13      -4.211761269602e-12       0.000000000000e+00       2.751188620802e-12       1.093391914539e-13      -3.055347728692e-15 
